t (us),Omega_x (2pi MHz),Omega_y (2pi MHz),Omega_z (2pi MHz)
0.00011338838,55.166565,57.936607,0.0
0.00014641676,44.816456,66.26828,0.0
0.00014311416,58.919365,54.115696,0.0
0.00015767635,67.62053,42.748856,0.0
0.00018937871,75.11399,27.529764,0.0
0.00016569615,77.30436,20.592136,0.0
0.00015060189,77.016655,21.643368,0.0
0.0001826658,74.07909,-30.20411,0.0
0.00015629196,68.41558,-41.464546,0.0
0.00013543012,47.63731,-64.27042,0.0
0.00015482266,45.60455,-65.728424,0.0
0.00012246135,41.039806,-68.6712,0.0
0.00016205345,21.609585,-77.02614,0.0
9.402778e-05,14.48476,-78.67777,0.0
0.00013699383,14.178386,-78.73356,0.0
0.00027934377,8.187331,-79.57994,0.0
0.00025280047,11.345239,-79.19145,0.0
0.00017738366,7.658187,-79.63261,0.0
0.00026633407,9.77463,-79.400604,0.0
0.0001878905,-7.7027054,-79.62831,0.0
0.00016431841,-35.951668,-71.46661,0.0
0.0002766892,-56.767113,-56.369278,0.0
0.00015512279,-53.909763,59.10784,0.0
0.00010451025,-9.845651,79.39183,0.0
0.00013237195,0.6586442,79.997284,0.0
0.00018512721,-20.848482,77.23562,0.0
0.00025063337,-42.285866,67.91101,0.0
0.00029174404,-33.695213,72.557785,0.0
0.00026113333,-36.114822,71.38431,0.0
0.0002550439,-42.965504,67.48307,0.0
0.0002752589,-48.290344,63.781208,0.0
0.00017586877,-39.45492,69.59389,0.0
0.0002832855,-44.23928,66.654976,0.0
0.00030039594,-42.78251,67.59924,0.0
0.00021275663,-36.937695,70.962006,0.0
0.00013102748,-50.83746,61.770164,0.0
0.00012539627,-32.596592,73.05794,0.0
9.507327e-05,-18.021772,77.943665,0.0
0.00011537466,-76.27898,24.114674,0.0
0.00024787209,23.45023,-76.485855,0.0
0.00025744346,29.962395,-74.177185,0.0
0.0003069089,22.353745,-76.81348,0.0
0.00039777704,27.934229,-74.964516,0.0
0.00019933062,44.99943,-66.144165,0.0
0.00035146414,56.01417,-57.117535,0.0
0.00027229264,79.465576,-9.231612,0.0
0.00023802121,70.04705,38.64468,0.0
0.00029421088,52.826824,60.07767,0.0
0.00021718285,31.132223,73.693855,0.0
0.00028993876,29.08779,74.5245,0.0
0.0003539513,22.32216,76.82266,0.0
0.00037994358,19.393105,77.61384,0.0
0.00038846786,7.4059973,79.656456,0.0
0.0003175458,2.8694158,79.948524,0.0
